PostId,CreationDate,Name,Score,Text
90178,2011-08-06 03:30:33,Answers,-2,"<p>it <strong>never worked for me in other way then with use of the JavaScript</strong> as NICCAI suggested in the very first answer. I am using that approach to rescale the <code>&lt;div&gt;</code> with the Google Maps. </p>

<p>Here is the full example how to do that (works in Safari/FireFox/IE/iPhone/Andorid (works with rotation)):</p>

<p>CSS</p>

<pre><code>body {
  height: 100%;
  margin: 0;
  padding: 0;
}

.header {
  height: 100px;
  background-color: red;
}

.content {
  height: 100%;
  background-color: green;
}
</code></pre>

<p>JS</p>

<pre><code>function resize() {
  // Get elements and necessary element heights
  var contentDiv = document.getElementById(""contentId"");
  var headerDiv = document.getElementById(""headerId"");
  var headerHeight = headerDiv.offsetHeight;

  // Get view height
  var viewportHeight = document.getElementsByTagName('body')[0].clientHeight;

  // Compute the content height - we want to fill the whole remaining area
  // in browser window
  contentDiv.style.height = viewportHeight - headerHeight;
}

window.onload = resize;
window.onresize = resize;
</code></pre>

<p>HTML</p>

<pre><code>&lt;body&gt;
  &lt;div class=""header"" id=""headerId""&gt;Hello&lt;/div&gt;
  &lt;div class=""content"" id=""contentId""&gt;&lt;/div&gt;
&lt;/body&gt;
</code></pre>
"
90178,2011-10-17 14:00:39,Answers,27,"<p>What worked for me (with a div within another div and I assume in all other circumstances) is to set the bottom padding to 100%. That is, add this to your css / stylesheet:</p>

<pre class=""lang-css prettyprint-override""><code>padding-bottom: 100%;
</code></pre>
"
90178,2011-10-21 15:02:20,Answers,197,"<p>The original post is more than 3 years ago. I guess many people who come to this post like me are looking for an app-like layout solution, say a somehow fixed header, footer, and full height content taking up the rest screen. If so, this post may help, it works on IE7+, etc.</p>

<p><a href=""http://blog.stevensanderson.com/2011/10/05/full-height-app-layouts-a-css-trick-to-make-it-easier/"" rel=""noreferrer"">http://blog.stevensanderson.com/2011/10/05/full-height-app-layouts-a-css-trick-to-make-it-easier/</a></p>

<p>And here are some snippets from that post:</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""false"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-css lang-css prettyprint-override""><code>@media screen { 
  
  /* start of screen rules. */ 
  
  /* Generic pane rules */
  body { margin: 0 }
  .row, .col { overflow: hidden; position: absolute; }
  .row { left: 0; right: 0; }
  .col { top: 0; bottom: 0; }
  .scroll-x { overflow-x: auto; }
  .scroll-y { overflow-y: auto; }

  .header.row { height: 75px; top: 0; }
  .body.row { top: 75px; bottom: 50px; }
  .footer.row { height: 50px; bottom: 0; }
  
  /* end of screen rules. */ 
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;div class=""header row"" style=""background:yellow;""&gt;
    &lt;h2&gt;My header&lt;/h2&gt;
&lt;/div&gt; 
&lt;div class=""body row scroll-y"" style=""background:lightblue;""&gt;
    &lt;p&gt;The body&lt;/p&gt;
&lt;/div&gt; 
&lt;div class=""footer row"" style=""background:#e9e9e9;""&gt;
    My footer
&lt;/div&gt;</code></pre>
</div>
</div>
</p>
"
90178,2012-02-20 09:21:45,Answers,12,"<p>Why not just like this?</p>

<pre class=""lang-css prettyprint-override""><code>html, body {
    height: 100%;
}

#containerInput {
    background-image: url('../img/edit_bg.jpg');
    height: 40%;
}

#containerControl {
    background-image: url('../img/control_bg.jpg');
    height: 60%;
}
</code></pre>

<p>Giving you html and body (in that order) a height and then just give your elements a height?</p>

<p>Works for me</p>
"
90178,2012-04-13 02:15:00,Edit Body,,"I am currently working on a web application, where I want the content to fill the height of the entire screen.

The page has a header, which contains a logo, and account information. This could be an arbitrary height. I want the content div to fill the rest of the page to the bottom.

I have a header `div` and a content `div`. At the moment I am using a table for the layout like so:

CSS:

    #page {
      height: 100%; width: 100%
    }
    #tdcontent {
      height: 100%;
    }
    #content {
      overflow: auto; /* or overflow: hidden; */
    }

HTML:

    <table id=""page"">
      <tr><td id=""tdheader"">
        <div id=""header"">...</div>
      </td></tr>
      <tr><td id=""tdcontent"">
        <div id=""content"">...</div>
      </td>
    </table>


The entire height of the page is filled, and no scrolling is required. If it is, 

For anything inside the content div, setting `top: 0;` will put it right underneath the header. Sometimes the content will be a real table, with it's height set to 100%. Putting `header` inside `content` will not allow this to work.

Is there a way to achieve the same effect without using the `table`?

**Update:**

Elements inside the content `div` will have heights set to percentages as well. So something at 100% inside the `div` will fill it to the bottom. As will two elements at 50%.

**Update 2:**

For instance, if the header takes up 20% of the screen's height, a table specified at 50% inside `#content` would take up 40% of the screen space. So far, wrapping the entire thing in a table is the only thing that works."
90178,2012-09-14 08:02:34,Answers,4,"<p>I found a quite simple solution, because for me it was just a design issue.
I wanted the rest of the Page not to be white below the red footer.
So i set the pages background color to red. And the contents backgroundcolor to white.
With the contents height set to eg. 20em or 50% an almost empty page won't leave the whole page red. </p>
"
90178,2013-04-10 11:50:55,Edit Body,,"I am currently working on a web application, where I want the content to fill the height of the entire screen.

The page has a header, which contains a logo, and account information. This could be an arbitrary height. I want the content div to fill the rest of the page to the bottom.

I have a header `div` and a content `div`. At the moment I am using a table for the layout like so:

CSS:

    #page {
      height: 100%; width: 100%
    }
    #tdcontent {
      height: 100%;
    }
    #content {
      overflow: auto; /* or overflow: hidden; */
    }

HTML:

    <table id=""page"">
      <tr><td id=""tdheader"">
        <div id=""header"">...</div>
      </td></tr>
      <tr><td id=""tdcontent"">
        <div id=""content"">...</div>
      </td>
    </table>


The entire height of the page is filled, and no scrolling is required.

For anything inside the content div, setting `top: 0;` will put it right underneath the header. Sometimes the content will be a real table, with it's height set to 100%. Putting `header` inside `content` will not allow this to work.

Is there a way to achieve the same effect without using the `table`?

**Update:**

Elements inside the content `div` will have heights set to percentages as well. So something at 100% inside the `div` will fill it to the bottom. As will two elements at 50%.

**Update 2:**

For instance, if the header takes up 20% of the screen's height, a table specified at 50% inside `#content` would take up 40% of the screen space. So far, wrapping the entire thing in a table is the only thing that works."
90178,2013-04-27 11:45:48,Answers,5,"<p>Try this</p>

<pre class=""lang-js prettyprint-override""><code>var sizeFooter = function(){
    $("".webfooter"")
        .css(""padding-bottom"", ""0px"")
        .css(""padding-bottom"", $(window).height() - $(""body"").height())
}
$(window).resize(sizeFooter);
</code></pre>
"
90178,2013-05-03 10:55:31,Answers,29,"<p>If you can deal with not supporting old browsers (that is, MSIE 9 or older), you can do this with <a href=""http://caniuse.com/#feat=flexbox"" rel=""noreferrer"">Flexible Box Layout Module</a> which is already W3C CR. That module allows other nice tricks, too, such as re-ordering content.</p>
<p>Unfortunately, MSIE 9 or lesser do not support this and you have to use vendor prefix for the CSS property for every browser other than Firefox. Hopefully other vendors drop the prefix soon, too.</p>
<p>An another choice would be <a href=""http://caniuse.com/#search=grid"" rel=""noreferrer"">CSS Grid Layout</a> but that has even less support from stable versions of browsers. In practice, only MSIE 10 supports this.</p>
<p><strong>Update year 2020</strong>: All modern browsers support both <code>display: flex</code> and <code>display: grid</code>. The only one missing is support for <code>subgrid</code> which in only supported by Firefox. Note that MSIE does not support either by the spec but if you're willing to add MSIE specific CSS hacks, it can be made to behave. I would suggest simply ignoring MSIE because even Microsoft says it should not be used anymore. Microsoft Edge supports these features just fine (except for subgrid support since is shares the Blink rendering engine with Chrome).</p>
<p><strong>Example using <code>display: grid</code>:</strong></p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-css lang-css prettyprint-override""><code>html, body
{
  min-height: 100vh;
  padding: 0;
  margin: 0;
}

body
{
  display: grid;
  grid:
    ""myheader"" auto
    ""mymain"" minmax(0,1fr)
    ""myfooter"" auto /
    minmax(10rem, 90rem);
}

header
{
  grid-area: myheader;
  background: yellow;
}

main
{
  grid-area: mymain;
  background: pink;
  align-self: center
    /* or stretch
      + display: flex;
      + flex-direction: column;
      + justify-content: center; */
}

footer
{
  grid-area: myfooter;
  background: cyan;
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;header&gt;Header content&lt;/header&gt;
&lt;main&gt;Main content which should be centered and the content length may change.
&lt;details&gt;&lt;summary&gt;Collapsible content&lt;/summary&gt;
&lt;p&gt;Here's some text to cause more vertical space to be used.&lt;/p&gt;
&lt;p&gt;Here's some text to cause more vertical space to be used (2).&lt;/p&gt;
&lt;p&gt;Here's some text to cause more vertical space to be used (3).&lt;/p&gt;
&lt;p&gt;Here's some text to cause more vertical space to be used (4).&lt;/p&gt;
&lt;p&gt;Here's some text to cause more vertical space to be used (5).&lt;/p&gt;
&lt;/details&gt;
&lt;/main&gt;
&lt;footer&gt;Footer content&lt;/footer&gt;</code></pre>
</div>
</div>
</p>
<p><strong>Example using <code>display: flex</code>:</strong></p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-css lang-css prettyprint-override""><code>html, body
{
  min-height: 100vh;
  padding: 0;
  margin: 0;
}

body
{
  display: flex; 
}

main
{
  background: pink;
  align-self: center;
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;main&gt;Main content which should be centered and the content length may change.
&lt;details&gt;&lt;summary&gt;Collapsible content&lt;/summary&gt;
&lt;p&gt;Here's some text to cause more vertical space to be used.&lt;/p&gt;
&lt;p&gt;Here's some text to cause more vertical space to be used (2).&lt;/p&gt;
&lt;p&gt;Here's some text to cause more vertical space to be used (3).&lt;/p&gt;
&lt;p&gt;Here's some text to cause more vertical space to be used (4).&lt;/p&gt;
&lt;p&gt;Here's some text to cause more vertical space to be used (5).&lt;/p&gt;
&lt;/details&gt;
&lt;/main&gt;</code></pre>
</div>
</div>
</p>
"
90178,2013-06-06 11:20:33,Answers,164,"<p>Instead of using tables in the markup, you could use CSS tables.</p>

<h2>Markup</h2>

<pre><code>&lt;body&gt;    
    &lt;div&gt;hello &lt;/div&gt;
    &lt;div&gt;there&lt;/div&gt;
&lt;/body&gt;
</code></pre>

<h2>(Relevant) CSS</h2>

<pre><code>body
{
    display:table;
    width:100%;
}
div
{
    display:table-row;
}
div+ div
{
    height:100%;  
}
</code></pre>

<p><a href=""http://jsfiddle.net/danield770/FC7eY/""><strong>FIDDLE1</strong></a> and <strong><a href=""http://jsfiddle.net/danield770/FC7eY/1/"">FIDDLE2</a></strong></p>

<p><strong>Some advantages of this method are:</strong></p>

<p>1) Less markup</p>

<p>2) Markup is more semantic than tables, because this is not tabular data.</p>

<p>3) Browser support is <strong>very good</strong>: IE8+, All modern browsers and mobile devices (<a href=""http://caniuse.com/css-table"">caniuse</a>)  </p>

<p><hr>
Just for completeness, here are the equivalent Html elements to css properties for the <a href=""http://www.w3.org/TR/CSS2/tables.html#table-display"">The CSS table model</a></p>

<pre><code>table    { display: table }
tr       { display: table-row }
thead    { display: table-header-group }
tbody    { display: table-row-group }
tfoot    { display: table-footer-group }
col      { display: table-column }
colgroup { display: table-column-group }
td, th   { display: table-cell }
caption  { display: table-caption } 
</code></pre>
"
90178,2013-07-05 21:17:02,Answers,9,"<p>You can actually use <code>display: table</code> to split the area into two elements (header and content), where the header can vary in height and the content fills the remaining space. This works with the whole page, as well as when the area is simply the content of another element positioned with <code>position</code> set to <code>relative</code>, <code>absolute</code> or <code>fixed</code>. It will work as long as the parent element has a non-zero height.</p>

<p><a href=""http://jsfiddle.net/amiramix/aD6gE/"" rel=""noreferrer"">See this fiddle</a> and also the code below:</p>

<p>CSS:</p>

<pre class=""lang-css prettyprint-override""><code>body, html {
    height: 100%;
    margin: 0;
    padding: 0;
}

p {
    margin: 0;
    padding: 0;
}

.additional-padding {
    height: 50px;
    background-color: #DE9;
}

.as-table {
    display: table;
    height: 100%;
    width: 100%;
}

.as-table-row {
    display: table-row;
    height: 100%;
}

#content {
    width: 100%;
    height: 100%;
    background-color: #33DD44;
}
</code></pre>

<p>HTML:</p>

<pre class=""lang-html prettyprint-override""><code>&lt;div class=""as-table""&gt;
    &lt;div id=""header""&gt;
        &lt;p&gt;This header can vary in height, it also doesn't have to be displayed as table-row. It will simply take the necessary space and the rest below will be taken by the second div which is displayed as table-row. Now adding some copy to artificially expand the header.&lt;/p&gt;
        &lt;div class=""additional-padding""&gt;&lt;/div&gt;
    &lt;/div&gt;
    &lt;div class=""as-table-row""&gt;
        &lt;div id=""content""&gt;
            &lt;p&gt;This is the actual content that takes the rest of the available space.&lt;/p&gt;
        &lt;/div&gt;
    &lt;/div&gt;
&lt;/div&gt;
</code></pre>
"
90178,2013-08-01 14:47:04,Edit Body,,"I am currently working on a web application, where I want the content to fill the height of the entire screen.

The page has a header, which contains a logo, and account information. This could be an arbitrary height. I want the content div to fill the rest of the page to the bottom.

I have a header `div` and a content `div`. At the moment I am using a table for the layout like so:

CSS:

<!-- language: lang-css -->

    #page {
      height: 100%; width: 100%
    }
    #tdcontent {
      height: 100%;
    }
    #content {
      overflow: auto; /* or overflow: hidden; */
    }

HTML:

<!-- language: lang-html -->

    <table id=""page"">
      <tr><td id=""tdheader"">
        <div id=""header"">...</div>
      </td></tr>
      <tr><td id=""tdcontent"">
        <div id=""content"">...</div>
      </td>
    </table>


The entire height of the page is filled, and no scrolling is required.

For anything inside the content div, setting `top: 0;` will put it right underneath the header. Sometimes the content will be a real table, with it's height set to 100%. Putting `header` inside `content` will not allow this to work.

Is there a way to achieve the same effect without using the `table`?

**Update:**

Elements inside the content `div` will have heights set to percentages as well. So something at 100% inside the `div` will fill it to the bottom. As will two elements at 50%.

**Update 2:**

For instance, if the header takes up 20% of the screen's height, a table specified at 50% inside `#content` would take up 40% of the screen space. So far, wrapping the entire thing in a table is the only thing that works."
90178,2013-12-10 16:39:51,Edit Tags,,<css><html><html-table>
90178,2014-01-20 02:23:12,Comments,51,"For anyone stumbling here in the future, you can get the desired table layout in most browsers, without the table mark-up, by using `display:table` and related properties, see [this answer](http://stackoverflow.com/a/21225247/3128209) to a very similar question."
90178,2014-02-10 10:34:11,Edit Title,,Make a div fill the height of the remaining screen space
90178,2014-04-14 12:12:05,Comments,4,"I've tried to recereate your setup - http://jsfiddle.net/ceELs/ - but its not working, what am I missed?"
90178,2014-04-27 12:05:12,Answers,139,"<h2>CSS only Approach (If height is known/fixed)</h2>

<p>When you want the middle element to span across entire page vertically, you can use <a href=""https://developer.mozilla.org/en-US/docs/Web/CSS/calc"" rel=""noreferrer""><code>calc()</code></a> which is introduced in CSS3.</p>

<p>Assuming we have a <em>fixed height</em> <code>header</code> and <code>footer</code> elements and we want the <code>section</code> tag to take entire available vertical height...</p>

<p><a href=""http://jsfiddle.net/WdrDH/"" rel=""noreferrer""><strong>Demo</strong></a></p>

<p><strong>Assumed markup</strong> and your CSS should be</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""false"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-css lang-css prettyprint-override""><code>html,
body {
  height: 100%;
}

header {
  height: 100px;
  background: grey;
}

section {
  height: calc(100% - (100px + 150px));
  /* Adding 100px of header and 150px of footer */
  background: tomato;
}

footer {
  height: 150px;
  background-color: blue;
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;header&gt;100px&lt;/header&gt;
&lt;section&gt;Expand me for remaining space&lt;/section&gt;
&lt;footer&gt;150px&lt;/footer&gt;</code></pre>
</div>
</div>
</p>

<p>So here, what am doing is, adding up the height of elements and than deducting from <code>100%</code> using <code>calc()</code> function.</p>

<p>Just make sure that you use <code>height: 100%;</code> for the parent elements.</p>
"
90178,2014-06-20 03:30:51,Comments,7,"@Mr. Alien's answer is simple and useful, check it out [http://stackoverflow.com/a/23323175/188784](http://stackoverflow.com/a/23323175/188784)"
90178,2014-07-01 20:00:04,Comments,5,"Actually, what you describe does not work, even with tables: if the content takes more vertical space than the screen height, the table cell and the whole table will expand beyond the screen bottom. Your content's overflow:auto will not make a scrollbar appear."
90178,2014-07-27 08:14:37,Answers,1768,"<h3>2015 update: the flexbox approach</h3>

<p>There are two other answers briefly mentioning <a href=""https://developer.mozilla.org/en-US/docs/Web/Guide/CSS/Flexible_boxes"" rel=""noreferrer"">flexbox</a>; however, that was more than two years ago, and they don't provide any examples. The specification for flexbox has definitely settled now.</p>

<blockquote>
  <p>Note: Though CSS Flexible Boxes Layout specification is at the Candidate Recommendation stage, not all browsers have implemented it. WebKit implementation must be prefixed with -webkit-; Internet Explorer implements an old version of the spec, prefixed with -ms-; Opera 12.10 implements the latest version of the spec, unprefixed. See the compatibility table on each property for an up-to-date compatibility status.</p>
  
  <p>(taken from <a href=""https://developer.mozilla.org/en-US/docs/Web/Guide/CSS/Flexible_boxes"" rel=""noreferrer"">https://developer.mozilla.org/en-US/docs/Web/Guide/CSS/Flexible_boxes</a>)</p>
</blockquote>

<p>All major browsers and IE11+ support Flexbox. For IE 10 or older, you can use the FlexieJS shim.</p>

<p>To check current support you can also see here:
<a href=""http://caniuse.com/#feat=flexbox"" rel=""noreferrer"">http://caniuse.com/#feat=flexbox</a></p>

<h3>Working example</h3>

<p>With flexbox you can easily switch between any of your rows or columns either having fixed dimensions, content-sized dimensions or remaining-space dimensions. In my example I have set the header to snap to its content (as per the OPs question), I've added a footer to show how to add a fixed-height region and then set the content area to fill up the remaining space.</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""false"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-css lang-css prettyprint-override""><code>html,
body {
  height: 100%;
  margin: 0;
}

.box {
  display: flex;
  flex-flow: column;
  height: 100%;
}

.box .row {
  border: 1px dotted grey;
}

.box .row.header {
  flex: 0 1 auto;
  /* The above is shorthand for:
  flex-grow: 0,
  flex-shrink: 1,
  flex-basis: auto
  */
}

.box .row.content {
  flex: 1 1 auto;
}

.box .row.footer {
  flex: 0 1 40px;
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;!-- Obviously, you could use HTML5 tags like `header`, `footer` and `section` --&gt;

&lt;div class=""box""&gt;
  &lt;div class=""row header""&gt;
    &lt;p&gt;&lt;b&gt;header&lt;/b&gt;
      &lt;br /&gt;
      &lt;br /&gt;(sized to content)&lt;/p&gt;
  &lt;/div&gt;
  &lt;div class=""row content""&gt;
    &lt;p&gt;
      &lt;b&gt;content&lt;/b&gt;
      (fills remaining space)
    &lt;/p&gt;
  &lt;/div&gt;
  &lt;div class=""row footer""&gt;
    &lt;p&gt;&lt;b&gt;footer&lt;/b&gt; (fixed height)&lt;/p&gt;
  &lt;/div&gt;
&lt;/div&gt;</code></pre>
</div>
</div>
</p>

<p>In the CSS above, the <a href=""https://developer.mozilla.org/en/CSS/flex"" rel=""noreferrer"">flex</a> property shorthands the <a href=""https://developer.mozilla.org/en/CSS/flex-grow"" rel=""noreferrer"">flex-grow</a>, <a href=""https://developer.mozilla.org/en/CSS/flex-shrink"" rel=""noreferrer"">flex-shrink</a>, and <a href=""https://developer.mozilla.org/en/CSS/flex-basis"" rel=""noreferrer"">flex-basis</a> properties to establish the flexibility of the flex items. Mozilla has a <a href=""https://developer.mozilla.org/en-US/docs/Web/Guide/CSS/Flexible_boxes"" rel=""noreferrer"">good introduction to the flexible boxes model</a>.</p>
"
